Artikel;Netto;Name DE;Text DE;Name EN;Text EN;Name FR;Text FR;Name IT;Text IT;Name SL;Text SL;Name ES;Text ES;Name NL;Text NL;Name DA;Text DA;Name FI;Text FI;Name SV;Text SV;Bild;Rabattgruppe;Gewicht;id;
24-2000548;253,40;Wilo Para 25-180/6-43/SC 6H;;Wilo Yonos Para 25/6 RKA (pump length 180 mm);;Wilo Yonos Para RS 25/6 RKA (longueur de pompe 180 mm);;Wilo Yonos Para RS 25/6 RKA (lunghezza pompa 180 mm);;Wilo Yonos Para RS 25/6 RKA (dolžina crpalke 180 mm);;Wilo Yonos Para RS 25/6 RKA (bomba de 180 mm de longitud);;;;;;;;;;;Ersatzt2;2,20;437620;
24-2000549;283,90;Wilo Yonos Para RS 30/6 RKA (Pumpenlänge 180 mm);;Wilo Yonos Para 30/6 RKA (pump length 180 mm);;Wilo Yonos Para RS 30/6 RKA (longueur de pompe 180 mm);;Wilo Yonos Para RS 30/6 RKA (lunghezza pompa 180 mm);;Wilo Yonos Para RS 30/6 RKA (dolžina crpalke 180 mm);;Wilo Yonos Para RS 30/6 RKA (bomba de 180 mm de longitud);;;;;;;;;;;Ersatzt2;2,20;437621;
24-2000551;825,00;Solararmaturengruppe Regusol LH-130 DN25;;Solar fittings group Regusol LH-130 DN25;;Groupe de robinetterie solaire Regusol LH-130 DN25;;Gruppo di raccordi per circuito solare Regusol LH-130 DN25;;Skupina solarnih armatur Regusol LH-130 DN25;;Grupo de valvulerías solares Regusol LH-130 DN25;;;;;;;;;;;Ersatzt;7,53;437622;
24-2000554;85,20;Isolierung für Regumat 180 DN25 ohne Pumpenkugelhahn;;Insulation for Regumat 180 DN25 without pump ball valve;;Isolation Regumat 180 DN25 sans rob. de pompe à boisseau sph.;;Isolamento per Regumat 180 DN25 senza rubinetto a sfera pompa;;;;Aislamiento para Regumat 180 DN25 sin grifo esférico para bomba;;;;;;;;;;;Ersatzt;2,20;438033;
24-2000555;124,20;Flanschrohr mit Sperrventil für Regumat DN32-180, L= 180mm;;Flange pipe with stop valve for Regumat DN32-180, l=180mm;;Tube à bride avec vanne d'arrêt pour DN32-180, L= 180mm;;Tubo flangiato c.valvola intercettaz. Regumat Ø32-180, l=180mm;;;;;;;;;;;;;;;Ersatzt;2,20;437623;
24-2000558;76,30;Flanschrohr mit Sperrventil für Regumat DN25-180, L= 180mm;;Flange pipe with stop valve for Regumat DN25-180, l=180mm;;Tube à bride avec vanne d'arrêt pour Regumat DN25-180, L=180mm;;Tubo flangiato c.valvola intercettaz. Regumat Ø25-180, l=180mm;;;;;;;;;;;;;;;Ersatzt;2,20;438091;
24-2000559;111,50;Mischer DN20 für 1 Heizkreisguppe DN20 Regumat M3-130 DN20;;Mixer DN20 for 1 heating circuit group DN20 Regumat M3-130 DN20;;Mélangeur DN20 pour 1 grp circ. chauf. DN20 Regumat M3-130 DN20;;Miscelatore Ø20 x1 gruppo circ. calorico Ø20 Regumat M3-130 Ø20;;;;;;;;;;;;;;;Ersatzt2;2,20;437624;
24-2000562;14,80;Thermometer rot 1 Heizkreisguppe DN20 Regumat M3-130 DN20;;Thermometer red 1 heating circuit group;DN20 Regumat M3-130 DN20;Thermomètre rouge 1 grp circ. chauf. DN20 Regumat M3-130 DN20;;Termometro rosso 1 gruppo circ. calorico Ø20 Regumat M3-130 Ø20;;;;;;;;;;;;;;;Ersatzt;2,20;437625;
24-2000563;14,10;Klemmblech 1 Heizkreisguppe DN20 Regumat M3-130 DN20;;Clamping plate 1 heating circuit group DN20 Regumat M3-130 DN20;;Tôle de serrage 1 gr circ. chauf. DN20 Regumat M3-130 DN20;;Lam.di blocc. 1 gruppo circu. calorici DN20 Regumat M3-130 DN20;;;;;;;;;;;;;;;Ersatzt;2,20;437626;
24-2000564;20,00;Gewindetüllen-Set 1 Heizkreisguppe DN20 Regumat M3-130 DN20;;Threaded nozzle set 1 heating circuit group;DN20 Regumat M3-130 DN20;Jeu douilles filet. 1 grp circ. chauf. DN20 Regumat M3-130 DN20;;Set becucci filettati 1gru. circ.calor. Ø20 Regumat M3-130 Ø20;;;;;;;;;;;;;;;Ersatzt;2,20;437627;
24-2000565;0,90;"Dichtung 1"" 1 Heizkreisguppe DN20 Regumat M3-130 DN20";;"Seal 1"" 1 heating circuit group DN20 Regumat M3-130 DN20";;"Joint 1"" 1 grp circ. chauf. DN20 Regumat M3-130 DN20";;"Guarnizione 1"" 1 gruppo circ. calorico Ø20 Regumat M3-130 Ø20";;;;;;;;;;;;;;;Ersatzt;2,20;437628;
24-2000566;42,10;Metall-Wellschlauch 1 Heizkreisguppe DN20 Regumat M3-130 DN20;;Corrulated metal hose 1 heating circuit group;DN20 Regumat M3-130 DN20;Tuyau réticulé métal 1 gr circ. chauf. DN20 Regumat M3-130 DN20;;Tubo flessibile ondulato in acciaio Ø20 Regumat M3-130 Ø20;;;;;;;;;;;;;;;Ersatzt;2,20;437629;
24-2000567;60,20;Winkelkugelhahn 1 Heizkreisguppe DN20 Regumat M3-130 DN20;;Angle ball valve 1 heating circuit group;DN20 Regumat M3-130 DN20;;;Rubinetto a sfera ang.1gru. circ.calor. Ø20 Regumat M3-130 Ø20;;;;;;;;;;;;;;;Ersatzt;2,20;437630;
24-2000568;114,90;Isolierung  1 Heizkreisgruppe DN20 Regumat M3-130 DN20;;Insulation 1 heating circuit group DN20 Regumat M3-130 DN20;;Isolation métal 1 gr circ. chauf. DN20 Regumat M3-130 DN20;;Isolamento 1 gruppo circuito calorico Ø20 Regumat M3-130 Ø20;;Izolacija, 1 skupina ogrevalnih krogov DN20 Regumat M3-130 DN20;;;;;;;;;;;;;Ersatzt;2,20;437631;
24-2000582;73,60;Anbauthermometer für EmpaWell;;Mounting thermometer for EmpaWell;;;;Applicazione termometro per EmpaWell;;;;;;;;;;;;;;;Ersatzt;0,05;437632;
24-2000587;80,40;Kessel-Sicherheitsgruppe DN25 3bar 80kW;;Boiler safety group DN25 3bar 80kW;;;;Gruppo sicurezza caldaia Ø 25 3bar 80kW;;;;;;;;;;;;;;;Ersatzt;1,15;437633;
24-2000590;272,50;Wilo Para ST 25-130/7-50/iPWM2 6H;;Pump Wilo Yonos Para ST 25/7-PWM2;;Pompe Wilo Yonos Para ST 25/7-PWM2;;Pompa Wilo Yonos Para ST 25/7-PWM2;;Crpalka Wilo Yonos Para ST 25/7-PWM2;;Bomba Wilo Yonos Para ST 25/7-PWM2;;;;;;;;;;;Ersatzt2;2,20;437634;
24-2000593;790,10;Tauschmodul für FWM 30l/min;;Replacement for FWM 30 l/min;;Module d'eau fraîche de remplacement 30l/min;;Modulo sostitutivo per FWM 30l/min;;Potopni modul za FWM 30 l/min;;Módulo de cambio para FWM 30l/min;;;;;;;;;;;Ersatzt2;12,00;437635;
24-2000597;92,90;Verschlussdeckel STORZ A-110, versperrbar;;Closing cover STORZ A-110, lockable;;;;Coperchio di chiusura STORZ A-110, bloccabile;;;;;;;;;;;;;;;Ersatzt;0,38;438207;
24-2000645;176,20;Ausdehnungsgefäß 15 Liter; ;Expansion tank 15 litre;;Vase d'expansion 15 litres;;Vaso di espansione 15 litri;;Raztezna posoda 15 l;;Recipiente de expansión 15 litros;;;;;;;;;;;Ersatzt2;6,10;437636;
24-2000663;64,30;"Abdeckkappenset Isolierung bis 2""";;"Cover caps set insulation up to 2""";;"Kit capuchons de recouvrement isolation jusqu'à 2""";;"Set cappucci per isolamento fino a 2""";;"Komplet pokrivnih loput, izolacija do 2""";;"Juego de tapones de aislamiento hasta 2""";;;;;;;;;;;Ersatzt;0,60;437637;
24-2000664;12,80;Klemmfedernset 105mm;;Clamp spring set 105mm;;;;Set molle di bloccaggio 105mm;;;;;;;;;;;;;;;Ersatzt;0,20;438436;
24-2000665;88,90;Deckel für Speicherisolierung D=950;;Cover for storage tank insulation D=810;;Couvercle d'isolation ballon D=810;;Coperchio per isolamento accumulatore D=810;;Pokrov za izolacijo hranilnika D = 810;;Tapa para aislamiento de acumulador D=810;;;;;;;;;;;Ersatzt;1,40;437638;
24-2000666;100,40;Deckel für Speicherisolierung D=990;;Cover for storage tank insulation D=970;;Couvercle d'isolation ballon D=970;;Coperchio per isolamento accumulatore D=970;;Pokrov za izolacijo hranilnika D = 970;;Tapa para aislamiento de acumulador D=970;;;;;;;;;;;Ersatzt;1,60;437639;
24-2000667;132,10;Deckel für Speicherisolierung D=1200;;Cover for storage tank insulation D=1210;;Couvercle d'isolation ballon D=1210;;Coperchio per isolamento accumulatore D=1210;;Pokrov za izolacijo hranilnika D = 1210;;Tapa para aislamiento de acumulador D=1210;;;;;;;;;;;Ersatzt;1,90;437640;
24-2000671;187,10;Elektronikbox für HE-Pumpe (FWM);;Electronic box for HE-pump (FMW);;Boîtier électronique pour pompe HP (module d'eau fraîche);;Box dell'elettronica per pompa HE (FWM);;Omarica za elektroniko za HE-crpalko (FWM);;Caja electrónica para bomba HE (FWM);;;;;;;;;;;Ersatzt;0,40;437641;
24-2000673;500,60;Zirkulationspumpe (FWM) 1m;;Circulation pump (FWM);;Pompe de circulation (mod. eau fraîche);;Pompa di circolazione (FWM);;Cirkulacijska crpalka (FWM);;Bomba de circulación (FWM);;;;;;;;;;;Ersatzt;1,17;437642;
24-2000674;233,80;Strömungsschalter FW7 (FWM);;Flow switch FW7 (FWM);;Fluxostat FW7 (mod. eau fraîche);;Interruttore di flusso FW7 (FWM);;Stikalo pretoka FW7 (FWM);;Interruptor de caudal FW7 (FWM);;;;;;;;;;;Ersatzt;0,55;437643;
24-2000675;286,90;Strömungsmengenregler (FWM);;Flow rate control (FWM);;Fluxostat (FWM);;Regolatore di flusso (FWM);;Regulator kolicine pretoka (FWM);;Regulador de caudal (FWM);;;;;;;;;;;Ersatzt;1,30;437718;
24-2000676;54,00;Kugelhahn (FWM);;Ball valve (FWM);;Vanne à bille (module d'eau fraîche);;Rubinetto a sfera (FWM);;Krogelna pipa (FWM);;Grifo esférico (FWM);;;;;;;;;;;Ersatzt;0,47;439596;
24-2000677;23,60;Edelstahlwellschlauch DN16, 235mm (FWM);;Corrugated stainless steel hose DN16 235mm (FWM);;Flexible en inox DN16 235mm (module d'eau fraîche);;Tubo flessibile ondulato in acciaio inox DN16 235mm (FWM);;Valovita cev iz nerjavnega jekla DN16 235 mm (FWM);;Tubo ondulado de acero inoxidable DN16 235mm (FWM);;;;;;;;;;;Ersatzt;0,11;437839;
24-2000678;78,70;Temperaturregler 40-70°C (FWM);;Temperature control 40-70°C (FWM);;Thermorégulateur 40-70°C (module eau fraîche);;Regolatore di temperatura 40-70°C (FWM);;Regulator temperature 40–70 °C (FWM);;Regulador de temperatura 40-70°C (FWM);;;;;;;;;;;Ersatzt2;0,26;437644;
24-2000679;440,40;Wilo Para 15-130/7-50/iPWM2 -9 (FWM);;Pump Wilo Yonos Para (FWM);;Pompe Wilo Yonos Para (module d'eau fraîche);;Pompa Wilo Yonos Para (FWM);;Crpalka Wilo Yonos Para (FWM);;Bomba Wilo Yonos Para (FWM);;;;;;;;;;;Ersatzt2;2,14;437645;
24-2000680;491,20;Wärmetauscher (FWM);;Heat exchanger (FWM);;Échangeur thermique (module eau fraîche);;Scambiatore termico (FWM);;Toplotni izmenjevalnik (FWM);;Intercambiador de calor (FWM);;;;;;;;;;;Ersatzt;4,72;437646;
24-2000681;40,90;Edelstahlwellschlauch DN20, 250mm (FWM);;Corrugated stainless steel hose DN20 250mm (FWM);;Flexible en inox DN20 250mm (module d'eau fraîche);;Tubo flessibile ondulato in acciaio inox DN20 250mm (FWM);;Valovita cev iz nerjavnega jekla DN20 250 mm (FWM);;Tubo ondulado de acero inoxidable DN20 250mm (FWM);;;;;;;;;;;Ersatzt;0,19;437713;
24-2000685;80,40;Deckel D858x70;;Cover EmpaWell 500l;;Couvercle EmpaWell 500l;;Coperchio EmpaWell 500l;;Pokrov EmpaWell 500 l;;Tapa EmpaWell 500l;;;;;;;;;;;Ersatzt;2,00;437647;
24-2000967;35,40;Dichtungsset für KWB Frischwassermodul;;Sealing set for the KWB fresh water module;;;;Set guarnizioni per modulo acqua pulita KWB;;;;;;;;;;;;;;;Ersatzt;0,10;437648;
24-2000974;188,70;"2-Wege Drehventil mit Antrieb kvs 4 R 3/4"" IG DN 20 C4";;"2-way rotary valve with drive, kvs 4 R 3/4"" int. thread";DN 20 C4;;;"Valvola girevole a 2vie alimentazione kvs 4 R 3/4"" IG DN 20 C4";;;;;;;;;;;;;;;Ersatzt;0,87;437853;
24-2000987;302,50;"Abscheider für magnetische und nicht-magnetische Partikel 2""";;"Separator for magnetic and non-magnetic particles 2""";;"Séparateur pour particules magnétiques et non magnétiques 2""";;"Separatore per particelle magnetiche e non magnetiche 2""";;"Locevalec za magnetne in nemagnetne delce 2""";;"Separador para partículas magnéticas y no magnéticas 2""";;"Afscheider voor magnetische en niet-magnetische partikels 2""";;;;;;;;;Ersatzt;2,45;439241;
24-2001052;49,10;Eckventil für KWB Frischwassermodul;;Corner valve for the KWB fresh water module;;;;Valvola ad angolo per modulo acqua pulita KWB;;;;;;;;;;;;;;;Ersatzt;0,23;437649;
24-2001054;326,20;Thermische Ablaufsicherung 100°C;;Thermal discharge safety valve 100°C;;;;Dispositivo di regolazione termica 100°;;;;;;;;;;;;;;;Ersatzt;0,75;437781;
24-2001055;65,80;Durchströmungsarmatur;;Flow fitting;;;;Flussostato;;;;;;;;;;;;;;;Ersatzt;5,88;438079;
24-2001081;17,10;"Dichtungssatz für 3 - Wege Mischer 1 - 2""";;"Sealing set for 3-way mixer 1 - 2""";;;;"Set guarnizioni per miscelatore 3vie 1-2""";;;;;;;;;;;;;;;Ersatzt;0,01;437787;
24-2001082;22,10;Thermometer D=80mm x 105mm inkl. Klemmfeder;;Thermometer for buffer storage tank D=80mm x 105 mm;incl. clamping spring;Thermomètre à aiguille D=80mm x 105 mm;;Termometro D=80mm x 105mm incl.molla di bloccaggio;;;;;;;;;;;;;;;Ersatzt;0,20;438997;
24-2001084;334,00;KWB-FWS Strombox inkl. Platine, Flowswitch 2 DK (nach 2012);;;;Capteur de débit avec platine (après 2012);;Box elettrica incl.scheda, Flowswitch 2 DK (dopo 2012);;;;;;;;;;;;;;;Ersatzt;0,53;437950;
24-2001085;680,50;Zirkulationspumpenset zu KWB FWM 30l/min inkl. Absperrhahn;;Circulation pump set for KWB FWM 30l/min incl. stop valve;;;;Set pumpe circol. xKWB FWM 30l/min incl.rubinetto di chiusura;;;;;;;;;;;;;;;Ersatzt;1,71;438416;
24-2001088T;774,00;Kutzner & Weber AIRJEKT 1 Partikelabscheider AP bis NW 200;"Elektrostatischer Partikelfilter als sekundäre Maßnahme zur Reduzierung des Partikelgehaltes im Abgas. 

Einsetzbar in Feuerstätten bis 25 kW  für Stückholz, bis 50 kW für automatisch beschickte Biomassekessel. Mindestens 1,5 m beziehungsweise 0,8 m² (1,6m und 1,5 m² bei handbeschickten Anlagen). Abgasrohr nach Einbaustelle des Partikelabscheiders muss aus metallischem Werkstoff bestehen.

Lieferumfang enthält Partikelabscheider und Elektronik zur Erzeugung der Hochspannung. 

Der Partikelabscheider muss gut zugänglich montiert werden!

TECHNISCHE DATEN: 
Elektrischer Anschluss: 230 V
Leistung: 10 W
Standby: 3 W
Kabellänge E-Partikelabscheider: 3m
Gehäuse Elektroeinheit: 75 x 210 x 155 mm (HxBxT)";;;;;;;;;;;;;;;;;;;;Ersatzt;4,40;439597;
24-2001089;101,70;T 130 für Partikelabscheider, Baulänge 260mm;T-Stück aus Edelstahl  mit Bolzen und glatten Enden zur Montage des Partikelabscheiders in die Verbindungsleitung.;;;;;;;;;;;;;;;;;;;;Ersatzt;0,80;439283;
24-2001090;104,90;T 150 für Partikelabscheider, Baulänge 260mm;T-Stück aus Edelstahl mit Bolzen und glatten Enden zur Montage des Partikelabscheiders in die Verbindungsleitung.;;;;;;;;;;;;;;;;;;;;Ersatzt;0,80;439284;
24-2001091;65,00;Anschlussmanschetten (Paar) A1 - Abgasrohr Nenn- DM 90-250mm;"Anschlussmanschetten für abgasdichte Verbindungen. 

Klemmband aus Edelstahl ca. 60mm breit mit Dichtband aus Glasseidengewebe, im Durchmesser von 90-250mm anpassbar .";;;;;;;;;;;;;;;;;;;;Ersatzt;0,80;439285;
24-2001094;178,40;Sattelstück für Partikelabscheider -S 130, Baulänge 260mm;T-Stück aus Edelstahl  mit Bolzen und glatten Enden zur Montage des Partikelabscheiders in die Verbindungsleitung.;;;;;;;;;;;;;;;;;;;;Ersatzt;0,80;439286;
24-2001095;163,30;Sattelstück für Partikelabscheider -S 150, Baulänge 260mm;T-Stück aus Edelstahl  mit Bolzen und glatten Enden zur Montage des Partikelabscheiders in die Verbindungsleitung.;Saddle for particle separator -S 150, construction l 260 mm;Stainless steel Tee connector with bolt and smooth ends to be able to install the particle separator into the connection line.;Raccord en voûte pour collecteur part. S 150, longueur 260 mm;Pièce en T en inox avec boulons et extrémités lisses pour le montage du collecteur de particules dans la conduite de raccordement.;Sella per separatore antipartic. -S 150, lungh. ingombro 260mm;Raccordo a T in acciaio inox con bulloni ed estremità lisce per montaggio del separatore atiparticolato nella tubazione di raccordo.;Sedlasti nastavek za izloc. delcev -S 150, vgr. dolžina 260 mm;T-kos iz nerjavnega jekla z vijaki in gladki konci za montažo izlocevalnika delcev v povezovalnem vodu.;Pieza asiento para sep. partículas -S 150, long. Const. 260 mm;Pieza en T de acero inoxidable con pernos y extremos lisos para el montaje del separador de partículas en la tubería de conexión.;;;;;;;;;;Ersatzt;0,80;439287;
24-2001107;429,10;Zirkulationspumpenset für KWB Frischwassermodul 25;inkl. hocheffizienter Zirkulationspumpe (maximaler Förderdruck 3m) mit Regelthermostat und Zeitschaltuhr;Circulation pump set for the KWB fresh water module;incl. highly efficient circulation pump (max. pump pressure 3 m) with control thermostat and time switch;Kit pompe de circulation pour module d'eau fraîche KWB;incluant pompe de circulation haute performance (tirage maximal de 3 m) avec thermostat et minuterie;Set pompa di ricircolo per modulo a.c.s. KWB;"


inclusa pompa di circolazione ad alta efficienza (pressione di trasporto massima 3 m) con termostato di regolazione e timer";Set cirkulacijskih ?rpalk za modul za svežo vodo KWB;vklju?no z visoko u?inkovito cirkulacijsko ?rpalko (maksimalni transportni tlak 3 m) z regulacijskim termostatom in preklopno uro;;;;;;;;;;;;Ersatzt;2,00;438783;
24-2001108;52,70;Bodenisolierung für EmpaCompact 1000 / D775mm;;Floor insulation for EmpaCompact 1000 / D775mm;;;;Isolamento terra per EmpaCompact 1000 / D775mm;;;;;;;;;;;;;;;Ersatzt;1,10;437976;
24-2001109;145,80;Brawa-Mix;;Brawa mix;;;;Mix Brawa;;;;;;;;;;;;;;;Ersatzt;1,15;438535;
24-2001110;18,70;Anschlusstüllen Set (3Stk.);;Connection grommet set (3 pcs.);;;;Bussole di collegamento Set (3 pezzi);;;;;;;;;;;;;;;Ersatzt;1,15;438536;
24-2001114;57,30;Verbindungsstecker für LK810;;Connector plug for LK810;;;;Spina di collegamento per LK810;;;;;;;;;;;;;;;Ersatzt;0,10;438170;
24-2001115;9,80;Dichtung  für LK810;;Seal for LK810;;;;Guarnizione per LK810;;;;;;;;;;;;;;;Ersatzt;0,01;438171;
24-2001116;52,10;Thermoeinsatz  für LK810;;Thermal insert LK810;;;;Applicazione termica per LK810;;;;;;;;;;;;;;;Ersatzt;0,10;438167;
24-2001117;254,60;Ladepumpe für LK810;;Charging pump for LK810;;;;Pompa carico per LK810;;;;;;;;;;;;;;;Ersatzt2;1,20;438169;
24-2001118;37,10;"Absperrventil Rp1""  für LK810";;"Locking valve Rp1"" for LK810";;;;"Rubinetto a chiusura Rp1"" per LK810";;;;;;;;;;;;;;;Ersatzt;0,30;438172;
24-2001119;15,40;Rückschlagventil für LK810;;Check valve for LK810;;;;Valvola rimbalzo per LK810;;;;;;;;;;;;;;;Ersatzt;0,05;438173;
24-2001120;0,90;Dichtung EPDM  für LK810;;Seal EPDM for LK810;;;;Guarnizione per LK810;;;;;;;;;;;;;;;Ersatzt;0,01;438174;
24-2001121;15,40;Thermometer 120° für LK810;;Thermometer 120° for LK810;;;;Termometro per LK810;;;;;;;;;;;;;;;Ersatzt;0,05;438175;
24-2001123;28,10;Thermostatisches Element 55°  für LK823;;Thermostatic element 55° for LK823;;;;Elemento termostatico 55° per LK823;;;;;;;;;;;;;;;Ersatzt;0,05;438168;
24-2001124;25,40;Isolierung für LK823;;Insulation for LK823;;;;Isolamento per LK823;;;;;;;;;;;;;;;Ersatzt;0,15;438176;
24-2001126;55,00;Deckel für EmpaTherm 300;;Cover for EmpaTherm 300;;;;Coperchio per EmpaTherm 300;;;;;;;;;;;;;;;Ersatzt;0,90;438024;
24-2001127;65,70;Deckel für Empatherm 500l;;Cover for EmpaTherm 500l;;;;Coperchio per EmpaTherm 500l;;;;;;;;;;;;;;;Ersatzt;1,20;438025;
24-2001144;1.178,60;Isolierung 120mm KWB EmpaEco 3.000;;Insulation 120mm for KWB EmpaEco 3,000;;;;Isolamento 120 per LK810;;;;;;;;;;;;;;;Ersatzt;33,00;438282;
24-2001145;15,40;Pumpenkabel 230V Wilo PR60;;Pump cable 230 V Wilo PR60;;;;Cavo pompa 230V Wilo PR60;;;;;;;;;;;;;;;Ersatzt;0,13;438087;
24-2001158;511,10;Solar Ausdehnungsgefäß 90 Liter;;Solar expansion vessel 90 liters RAL 1007 - standing;;Navire d'expansion solaire 90 litres RAL 1007 - debout;;Vaso di espansione solare 90 litri RAL 1007 - in piedi;;Son?na ekspanzijska posoda 90 litrov RAL 1007 - stoje?a;;;;;;;;;;;;;Ersatzt2;25,00;438627;
24-2001163;182,30;Schiefer -  Dachbügelgrundset 0 Grad für;;Slate -  roof bar basic set 0 degrees for 2 collectors;;;;Schiefer -  Set di base staffa tetto 0 Grad per 2 collettori;;;;;;;;;;;;;;;Ersatzt;1,26;438591;
24-2001164;77,20;Schiefer -  Dachbügelerweiterungsset 0 G;;Slate -  roof bar expansion set 0 degrees;;;;Schiefer -  Set di estensione staffa tetto 0 gradi;;;;;;;;;;;;;;;Ersatzt;3,37;438592;
24-2001193;108,10;Isolierung für DN20 Heizkreisgruppe;;;;;;;;;;;;;;;;;;;;;Ersatzt;1,50;439684;
24-2001198;24,20;Flanschdichtung für EmpaTherm 300 u. 500;;Flange sealing for EmpaTherm 300 a. 500;;;;Guarnizione flangia per KWB EmpaTherm 300 e 500;;;;;;;;;;;;;;;Ersatzt;0,05;438260;
24-2001203;515,10;Isolierung 100mm für Pufferspeicher KWB EmpaEco 800 EEK C;;Insulation 100mm for buffer storage tank KWB EmpaEco 800 EEK C;;;;Isolamento 100 mm per serbatoio tampone KWB EmpaEco 800 EEK C;;;;;;;;;;;;;;;Ersatzt;21,00;438289;
